지역코드,위도,경도
34040120120011,36.74411981982976,127.07243251735298
34040340050201,36.83929029305403,127.08606907211755
34040370020001,36.859799988416995,126.91017483430085
34040370020003,36.86203962573458,126.89392721366039
34040330060301,36.78319449569497,127.08658892879794
34040120090501,36.785362717703414,127.09473452411271
34040120090504,36.78536942686617,127.09314292593496
34040330060305,36.78197615058468,127.0873080773505
34040330060401,36.7964813063682,127.06456657486547
34040330060304,36.782670132966516,127.08832141377984
34040330060916,36.79991233418311,127.05846642838573
34040330060906,36.80211836333939,127.05917683521143
34040330060404,36.79564729442456,127.0646359723252
34040330060501,36.79757739741496,127.06677096085569
34040330060905,36.80272677512027,127.06160030898113
34040330060913,36.80200655361905,127.06269676210968
34040330060903,36.79964254335288,127.06052456202181
34040330061002,36.784456487167894,127.08243537598028
34040330061003,36.785754895739466,127.08324202062897
34040330061001,36.785323121495985,127.08195372516731
34040330061004,36.784895473143074,127.08370689139619
34040340020102,36.82979539741839,127.09769174817804
34040120121109,36.76574839142598,127.08501004182527
34040120121108,36.76760655471809,127.08448236154835
34040330060603,36.784414742995416,127.08935377298694
34040120090503,36.78486189198703,127.09490291051102
34040530020502,36.78412472894529,127.02165476353808
34040120090601,36.78916184244265,127.10332808256443
34040530020503,36.7835321266643,127.02066789579884
34040330060702,36.78038085260364,127.08620768112182
34040330061302,36.78628558320687,127.08583278285593
34040330061303,36.78607221538206,127.08419551253762
34040330061301,36.7856803204628,127.08562532640975
34040330061304,36.785322740863194,127.08489780036942
34040120040102,36.77323822841761,127.0730738394111
34040120040104,36.77224997824871,127.07310842721056
34040120060001,36.791520737028,127.09205991386496
34040120110405,36.77032592932424,127.06155031354882
34040120110803,36.771019876913776,127.05566393951253
34040120110008,36.77104060006202,127.06701374013663
34040120110303,36.770368278629256,127.06002986428133
34040120110802,36.77036915509277,127.0571688922993
34040120120401,36.77007429745346,127.07609056650925
34040120080303,36.78634096990144,127.11108915969223
34040120080401,36.797976409361866,127.10495968497871
34040120110603,36.773250275638304,127.05797705794427
34040120110301,36.770299779012234,127.05910940786966
34040120110302,36.77116016297724,127.05960058874335
34040120121107,36.766861568878326,127.08558977353542
34040120040002,36.77271118508767,127.07082144341045
34040120040101,36.77238573901147,127.07425222707305
34040120040103,36.77341367939334,127.07414390484473
34040340020101,36.82937434926411,127.09714600696455
34040120110401,36.77191509609843,127.06235897386904
34040120110701,36.771892883282646,127.05925905587166
34040120120902,36.77158094690175,127.04926546068099
34040560010601,36.77738808828802,127.01678256400483
34040120110806,36.77157116844564,127.05547560702205
34040120050702,36.782421749910995,127.10124034855902
34040120110402,36.770969081453316,127.06105918336125
34040120121106,36.767327016339436,127.08252776575465
34040120080201,36.79604665126255,127.1076445594762
34040120080204,36.79676740699649,127.10905773673872
34040120080205,36.79581529452485,127.10857580302847
34040120080301,36.78613460063296,127.11231754509654
34040120080304,36.78735264478901,127.11130161502203
34040120080302,36.78679013005497,127.11287633805851
34040120110404,36.77101925471661,127.0621192593544
34040120121201,36.7745576794467,127.0491069587202
34040120110403,36.771921789926914,127.06146278725727
34040120110502,36.77199610496382,127.06892321095202
34040120110501,36.77108505882727,127.06914859669342
34040120110604,36.773592794869536,127.06037824385204
34040120110602,36.77288237972752,127.06030462703322
34040120110601,36.772657548049246,127.05874056140642
34040120110605,36.77342846282785,127.05930694697223
34040120110702,36.77236984594471,127.06042485692441
34040120030201,36.77459593030356,127.07650253974882
34040120110704,36.77181306911492,127.06007837106262
34040120110703,36.771987888006066,127.06072739465739
34040120110801,36.771089064377925,127.0570781802849
34040120090002,36.7844162601314,127.09795266838395
34040120090007,36.78668646893609,127.09733243417591
34040120110805,36.76990035482665,127.05623901020799
34040120110804,36.770600822784964,127.05596188446012
34040120090003,36.788321417171176,127.10057607078215
34040120090102,36.78992780227007,127.09914086743024
34040110010003,36.800751121913315,127.01311595379401
34040120090101,36.78896458293008,127.09865810449243
34040120090302,36.78699202838377,127.09019284265311
34040120090301,36.78784465780351,127.09010924860387
34040110010002,36.8130035116104,127.03231629135924
34040120030001,36.7737081411469,127.07977107036777
34040110010001,36.813602964191666,127.01609970552329
34040110010101,36.806908537915646,127.02112567182246
34040110010102,36.806203180233624,127.02071334069335
34040110010202,36.80823242369452,127.00901514853084
34040110010201,36.8086415974278,127.00973785260125
34040110020001,36.83263372730666,126.93788596322246
34040120030101,36.77584167094815,127.07848247825544
34040120030102,36.77503315801165,127.07801569894737
34040110030005,36.81597118340172,126.9677000419653
34040120030202,36.775017852427204,127.07573916761588
34040120030303,36.77576934323936,127.08031258467945
34040120030302,36.77555599326871,127.08154840981483
34040120030304,36.774680599565755,127.08107334722413
34040110030004,36.804640885508185,126.99482786808842
34040110030001,36.82907767713501,126.98693525015666
34040110030003,36.81702520339764,126.98237469558623
34040120030301,36.7750612140396,127.08024853307018
34040120040003,36.77169304799164,127.07332448586435
34040120040001,36.772305385575685,127.07110687911346
34040120121202,36.774659306694815,127.04990774150068
34040110030002,36.8149664613703,127.00196207272448
34040120010001,36.77886749215129,127.06906342151171
34040120020001,36.7745356442704,127.0722188536886
34040120050001,36.779323811135065,127.09552015303632
34040120050103,36.778732241285546,127.08916413818615
34040120050102,36.779567050607355,127.08866532428262
34040120050101,36.77969637249138,127.09001678016641
34040120050401,36.78099320116255,127.09521298249611
34040120050403,36.78078979102888,127.09407530246163
34040120050402,36.781465362970074,127.09415397117507
34040120050602,36.779053553097334,127.09808966441909
34040120050601,36.77993498314316,127.0989413447114
34040120050701,36.783562808125915,127.10178756361009
34040330060105,36.781237045016184,127.08564166736818
34040120060002,36.797364016296456,127.09138515308368
34040120060101,36.79208452960206,127.08967340039716
34040120060102,36.7920180029267,127.08838791280648
34040120060203,36.793238908427575,127.08874934937568
34040120060201,36.79475462628666,127.08873242854914
34040120060202,36.79402805750504,127.08898306666742
34040120060301,36.793898793017114,127.09183753445957
34040120060302,36.79323627248721,127.0920866167037
34040120060303,36.79352534498516,127.0905394099998
34040120060402,36.79178820645433,127.09106221765195
34040120060401,36.79250255570652,127.09097209252208
34040120090304,36.78586664467592,127.0905354893363
34040120090303,36.786299145219196,127.09159805331626
34040120090403,36.784771970607764,127.0913575096521
34040120090402,36.78385631636696,127.0923231836765
34040120070001,36.783314940699405,127.04652243052993
34040120080001,36.79100430958474,127.10833647060528
34040120080202,36.79516191869694,127.10898516410353
34040120080203,36.794274202606395,127.10806818446477
34040120080206,36.79641123824275,127.10809602690406
34040120090401,36.78511042249322,127.0924853355761
